UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LOCALIDAD;CONSUMO_KW;POTENCIA_CONTRATADA;MONTO_SOLES
50619;AYACUCHO;LUCANAS;SANCOS;SANCOS;22;1;14.7
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);22;1;18.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);11;1;14
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);105;1;103.9
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);2;1;6.9
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);0;1;6.3
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);6;1;8.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);59;1;53.4
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);42;1;37.3
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);0;1;18.9
50619;AYACUCHO;LUCANAS;SANCOS;SANCOS;77;1;146.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);17;1;16.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);40;1;35.3
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);26;1;16.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);43;1;96.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);151;1;187.1
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);0;1;66.4
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);0;1;6.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);13;1;13.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);1;1;6.5
50619;AYACUCHO;LUCANAS;SANCOS;SANCOS;8;1;9.3
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);10;1;11.7
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);1;1;6.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);44;1;39.3
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);28;1;17.1
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);7;1;37.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);11;1;10.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);17;1;12.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);31;1;56.6
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);3;1;7.3
50619;AYACUCHO;LUCANAS;SANCOS;HUAC HUACA;129;1;126.7
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;0;1;6.2
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;51;1;45.8
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;65;1;59.1
50619;AYACUCHO;LUCANAS;SANCOS;CONDOR ARMA;0;1;6.2
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;92;1;114.7
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;75;1;69
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;25;1;15.8
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;109;1;226.6
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;29;1;25
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;9;1;9.6
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;5;1;8.1
40308;AREQUIPA;CARAVELI;CHAPARRA;LA ESPAÑOLITA;22;1;48.9
40308;AREQUIPA;CARAVELI;CHAPARRA;LA ESPAÑOLITA;56;1;185.3
40308;AREQUIPA;CARAVELI;CHAPARRA;LA ESPAÑOLITA;21;1;30.9
40308;AREQUIPA;CARAVELI;CHAPARRA;LA ESPAÑOLITA;4;1;13.7
60901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;ALTO POTRERILLO;6.46;50;274.4
60901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;HUAQUILLO;6.46;50;269.7
60906;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;NAZARETH DE LA CUMBRE;6.46;50;207.4
60812;CAJAMARCA;JAEN;SANTA ROSA;GRANADILLAS;6.46;50;39.6
60812;CAJAMARCA;JAEN;SANTA ROSA;GRANADILLAS;6.46;50;349.6
60812;CAJAMARCA;JAEN;SANTA ROSA;NUEVA ESPERANZA;6.46;50;11.4
60812;CAJAMARCA;JAEN;SANTA ROSA;SECTOR LA UNION;6.46;50;232.7
60311;CAJAMARCA;CELENDIN;UTCO;LANCHE;10.77;120;319.9
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;SANTA MARIA;10.77;120;263.3
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;JANDON;10.77;85;432.3
60507;CAJAMARCA;CONTUMAZA;TANTARICA;CHICOTE;8.06;50;9.6
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;COBDON DE CHANTA;8.06;50;9.6
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;SAN LORENZO;8.06;50;9.6
60502;CAJAMARCA;CONTUMAZA;CHILETE;AMBAD;10.77;85;11
60505;CAJAMARCA;CONTUMAZA;SAN BENITO;BARRO PRIETO;10.77;85;11
60507;CAJAMARCA;CONTUMAZA;TANTARICA;BELLAVISTA;8.06;70;41.9
60507;CAJAMARCA;CONTUMAZA;TANTARICA;BELLAVISTA;10.77;85;323.1
60502;CAJAMARCA;CONTUMAZA;CHILETE;CANUSAN;10.77;85;22.4
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CATUDEN;10.77;85;11.1
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CATUDEN;10.77;85;11
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CATUDEN;10.77;85;11
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CHANRRY;10.77;85;334.3
60507;CAJAMARCA;CONTUMAZA;TANTARICA;CHUQUIMANGO;10.77;85;179.9
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CORRALES DE CHANTA;10.77;85;44.7
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;EL MOTE;10.77;85;248.9
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;EL MOTE;10.77;85;175.8
60508;CAJAMARCA;CONTUMAZA;YONAN;EL PONGUITO;10.77;85;217.6
60505;CAJAMARCA;CONTUMAZA;SAN BENITO;EL PORTAL;10.77;85;560.3
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;TAYAL;10.77;85;11.1
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;ESTERILLAS (CAMPANILLAS);10.77;85;285.2
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;GRANERO FORTUNA;10.77;85;11
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;GRANERO FORTUNA;8.06;70;8.2
60502;CAJAMARCA;CONTUMAZA;CHILETE;HUARRIGOLLAN;10.77;85;168.7
60502;CAJAMARCA;CONTUMAZA;CHILETE;HUARRIGOLLAN;10.77;85;167.4
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;LA QUESERA (QUESQUERA);10.77;85;37.3
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;LA SHAYUA;10.77;85;138.8
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;LA SHAYUA;10.77;85;274.3
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;LA SUCCHITA;10.77;85;16.1
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CONTUMAZA;10.77;85;347.3
60505;CAJAMARCA;CONTUMAZA;SAN BENITO;LAS LOMAS;10.77;85;11.2
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;LAS TRES PAMPAS;10.77;85;45.9
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;LECCHEN;10.77;85;93.4
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;LOS LLOCARES;10.77;85;125.6
60505;CAJAMARCA;CONTUMAZA;SAN BENITO;LUCMAPAMPA;10.77;85;257.4
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;PARCATE;10.77;85;11
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;PASAJE;10.77;85;11
60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;PASAJE;10.77;100;174.2
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;SAN LORENZO;10.77;85;233.7
60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;SAN LORENZO;10.77;85;308.6
60507;CAJAMARCA;CONTUMAZA;TANTARICA;TUPOÑE;10.77;85;383.5
90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;LA LIBERTAD;10.77;85;168.6
90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;LA LIBERTAD;10.77;85;440.4
90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;LA LIBERTAD;10.77;85;97.8
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;CHOCLOCOCHA;10.77;85;73.5
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SAN JOSE DE ASTOBAMBA;10.77;85;216.8
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SAN JOSE DE ASTOBAMBA;10.77;85;85.6
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SAN JOSE DE ASTOBAMBA;10.77;85;180.6
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SAN JOSE DE ASTOBAMBA;10.77;85;372.5
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SANTA ANA;10.77;85;108.5
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;SANTA ANA;10.77;85;85.5
40124;AREQUIPA;AREQUIPA;UCHUMAYO;LA NUEVA MOLINA;10.77;85;180
40124;AREQUIPA;AREQUIPA;UCHUMAYO;LA NUEVA MOLINA;10.77;85;139
40124;AREQUIPA;AREQUIPA;UCHUMAYO;LA NUEVA MOLINA;10.77;85;352.1
40811;AREQUIPA;LA UNION;TORO;CHAUCALLA;10.77;85;10.9
40207;AREQUIPA;CAMANA;QUILCA;PLATANAL;10.77;85;11
40507;AREQUIPA;CAYLLOMA;HUAMBO;YANACOTO;8.06;85;8.2
40802;AREQUIPA;LA UNION;ALCA;AYAHUASI;10.77;85;580.9
40804;AREQUIPA;LA UNION;HUAYNACOTAS;AGUAS CALIENTES;10.77;85;624.2
40807;AREQUIPA;LA UNION;QUECHUALLA;UTI-CHAQUETA;10.77;85;519.9
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;12;2.86;90.9
150201;LIMA;BARRANCA;BARRANCA;ARAYA GRANDE;41;3;36.3
150201;LIMA;BARRANCA;BARRANCA;ARAYA GRANDE;64;3;125.7
150201;LIMA;BARRANCA;BARRANCA;ARAYA GRANDE;54;3;100.2
150201;LIMA;BARRANCA;BARRANCA;PRIMERO DE MAYO;44;3;39.2
150201;LIMA;BARRANCA;BARRANCA;PRIMERO DE MAYO;104;3;103.2
150201;LIMA;BARRANCA;BARRANCA;VINTO ALTO;18;3;13.1
150201;LIMA;BARRANCA;BARRANCA;AGROPEMSA;0;3;6.1
150201;LIMA;BARRANCA;BARRANCA;PAMPA EL ANGEL;13;3;12.3
150201;LIMA;BARRANCA;BARRANCA;ARAYA GRANDE;13;3;11.3
150201;LIMA;BARRANCA;BARRANCA;VINTO BAJO;18;1.96;13.2
150201;LIMA;BARRANCA;BARRANCA;AGROPEMSA;3;1.96;7.4
150201;LIMA;BARRANCA;BARRANCA;AGROPEMSA;76;4.92;174.9
150201;LIMA;BARRANCA;BARRANCA;LA HOYADA (LOS ANITOS);75;1;68.6
150201;LIMA;BARRANCA;BARRANCA;LA HOYADA (LOS ANITOS);57;1;93.9
150201;LIMA;BARRANCA;BARRANCA;PAMPA EL ANGEL;52;1;46.8
150201;LIMA;BARRANCA;BARRANCA;LAS CASUARINAS;0;1;6.2
150201;LIMA;BARRANCA;BARRANCA;LAS CASUARINAS;89;1;82
150201;LIMA;BARRANCA;BARRANCA;LAS CASUARINAS;94;1;116.9
150201;LIMA;BARRANCA;BARRANCA;LAS CASUARINAS;139;1;136.2
150611;LIMA;HUARAL;SUMBILCA;RAUMA;0;1;6.2
150604;LIMA;HUARAL;AUCALLAMA;PACAYBAMBA;1;1;4
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;0;1;6.3
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;0;1;5.7
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;17;1;10.1
150611;LIMA;HUARAL;SUMBILCA;CAPIA;5;1;7.2
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;0;1;4.9
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;SANTA ROSA DE QUIVES;131;1;121.1
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;3;1;6.7
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;50;5;132.3
150403;LIMA;CANTA;HUAMANTANGA;QUIPAN;0;3;5.1
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;11;3;3.8
150402;LIMA;CANTA;ARAHUAY;COLLO;211;1;521.9
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;0;3;22.3
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;0;3;35.6
150403;LIMA;CANTA;HUAMANTANGA;QUIPAN;0;3;6.2
150405;LIMA;CANTA;LACHAQUI;SAN LORENZO DE COCHABAMBA;0;3;12.4
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;PUERTO ELISA;0;3;33.9
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;SANTANA;3;3;6.8
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;2;1;6.6
160305;LORETO;LORETO;URARINAS;REFORMA;1;1;6.4
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);5;1.8;7.2
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;RECREO;3;3;6.8
160305;LORETO;LORETO;URARINAS;CAIMITUYO;7;3;7.6
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;GASOLINA;38;1;28.2
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;PUERTO ELISA;5;1;7.2
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;3;1;6.8
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;6;1;7.4
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;3;1;6.8
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);2;1;6.6
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);4;1;7
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);10;1;8.3
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;SANTANA;1;1;19.2
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);45;1;34.8
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;22;1;10.8
160305;LORETO;LORETO;URARINAS;CAIMITUYO;3;1;6.8
160305;LORETO;LORETO;URARINAS;REFORMA;3;1;6.8
151018;LIMA;YAUYOS;LARAOS;LANCA;1;1;5.5
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;6
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;5.6
151016;LIMA;YAUYOS;HUANTAN;ATCAS;8;1;9.3
151016;LIMA;YAUYOS;HUANTAN;HUANTAN;0;5;435.6
150806;LIMA;HUAURA;HUAURA;CALDERA;85;1;171.2
150806;LIMA;HUAURA;HUAURA;CALDERA;38;1;33.4
150806;LIMA;HUAURA;HUAURA;CALDERA;6;1;8.2
150806;LIMA;HUAURA;HUAURA;CALDERA;128;1;126.3
150806;LIMA;HUAURA;HUAURA;CALDERA;0;1;6.2
150806;LIMA;HUAURA;HUAURA;BALCONCILLO;22;1;14.7
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;23;1;14.9
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;33;1;28.7
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;94;1;87
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;88;1;81.1
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;6;1;6.2
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;40;1;35.7
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;10;1;8.8
150806;LIMA;HUAURA;HUAURA;HUAURA;108;1;106.7
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;24;1;20.3
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;0;1;12.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;0;1;12.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;11;1;10.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;4;1;7.3
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;25;1;16.3
150806;LIMA;HUAURA;HUAURA;ACARAY;23;1;15.1
150810;LIMA;HUAURA;SANTA MARIA;HUACAN;114;1;112.4
150810;LIMA;HUAURA;SANTA MARIA;HUACAN;5;1;8.1
150806;LIMA;HUAURA;HUAURA;SAN JORGE;0;1;6.2
150806;LIMA;HUAURA;HUAURA;SAN JORGE;16;1;13.9
150806;LIMA;HUAURA;HUAURA;RONTOY;19;1;18.9
150806;LIMA;HUAURA;HUAURA;RONTOY;40;1;35.4
150806;LIMA;HUAURA;HUAURA;RONTOY;109;1;107.8
150810;LIMA;HUAURA;SANTA MARIA;SANTA ROSALIA;0;1;6.1
150810;LIMA;HUAURA;SANTA MARIA;SANTA ROSALIA;106;1;105.6
150811;LIMA;HUAURA;SAYAN;QUINTAY;0;1;6.3
150811;LIMA;HUAURA;SAYAN;QUINTAY;71;1;65.1
150811;LIMA;HUAURA;SAYAN;TRES MONTONES;31;1;26.6
150806;LIMA;HUAURA;HUAURA;DESAGRAVIO;122;1;514.1
150806;LIMA;HUAURA;HUAURA;DESAGRAVIO;21;1;14.6
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;5;1;8.1
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;27;1;16.6
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;30;1;17.8
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;74;1;67.7
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;0;1;6.2
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;34;1;29.7
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;6;1;8.5
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;1;1;6.6
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA ALTO;0;1;1.2
150806;LIMA;HUAURA;HUAURA;ACARAY;1;3;6.4
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;73;3;66.7
150806;LIMA;HUAURA;HUAURA;ACARAY;59;3;53.6
150806;LIMA;HUAURA;HUAURA;HUAURA;2;3;7
150806;LIMA;HUAURA;HUAURA;CALDERA;527.5;2.5;1493.8
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMPAN;36;3;49.7
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;3;3;7.3
150807;LIMA;HUAURA;LEONCIO PRADO;LEONCIO PRADO;1;3;6.5
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMPAN;36;3;65.5
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;0;3;6.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;23;3;19.5
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;1;3;6.5
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;13;3;11.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;20;3;29.9
150807;LIMA;HUAURA;LEONCIO PRADO;AUQUIMARCA;24;3;15.5
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA ALTO;41;3;141.3
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;13;3;11.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA ALTO;42;3;37.3
150807;LIMA;HUAURA;LEONCIO PRADO;TAN TAN;23;3;20.4
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;11;3;10.4
150606;LIMA;HUARAL;IHUARI;DOS DE MAYO;2;3;6.9
150606;LIMA;HUARAL;IHUARI;CHIPCHO;3;3;7.3
150606;LIMA;HUARAL;IHUARI;QUIPATAMA;0;3;6.2
150606;LIMA;HUARAL;IHUARI;DOS DE MAYO;132;3;373.6
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;4;3;14.7
150806;LIMA;HUAURA;HUAURA;CALDERA;75;3;69
150606;LIMA;HUARAL;IHUARI;IHUARI;0;3;6.1
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;42;3;37.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;42;2;37.3
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;2;3;7
150811;LIMA;HUAURA;SAYAN;LAS PALMAS;0;3;0
150811;LIMA;HUAURA;SAYAN;PEDREGAL (SAN PEDRO);0;3;13.6
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;0;3;6.2
150807;LIMA;HUAURA;LEONCIO PRADO;AUQUIMARCA;7;3;8.9
150807;LIMA;HUAURA;LEONCIO PRADO;LEONCIO PRADO;0;0.5;6.2
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;41;1.95;36.5
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;35;1.96;30.7
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;0;1.23;6.2
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;42;1;37.3
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;125;1;123
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;25;1;15.9
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;27;1;16.6
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;84;1;155.2
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;87;1;80
150204;LIMA;BARRANCA;SUPE;JESUS DE NAZARET;48;1;75.4
150204;LIMA;BARRANCA;SUPE;JESUS DE NAZARET;30;1;17.8
150204;LIMA;BARRANCA;SUPE;JESUS DE NAZARET;4;1;7.7
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;0;1;6.2
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;0;1;6.2
150204;LIMA;BARRANCA;SUPE;SUPE;674;1;1887.5
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;47;1;42
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;117;1;224.6
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;155;1;193.1
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;52;1;47
150204;LIMA;BARRANCA;SUPE;SUPE;0;1;526.6
150204;LIMA;BARRANCA;SUPE;SUPE;39;1;61
150204;LIMA;BARRANCA;SUPE;SUPE;7;1;8.9
150204;LIMA;BARRANCA;SUPE;SUPE;62;1;56.5
150204;LIMA;BARRANCA;SUPE;SUPE;74;1;67.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;160;1;196.4
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;26;1;32
150204;LIMA;BARRANCA;SUPE;PAN DE AZUCAR;0;1;12.4
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;34;1;29.8
150204;LIMA;BARRANCA;SUPE;TAITALAINA;17;1;15.6
150204;LIMA;BARRANCA;SUPE;PAMPA BONITA;89;1;82.4
150204;LIMA;BARRANCA;SUPE;LA MERCED ALTA;33;1;28.7
150204;LIMA;BARRANCA;SUPE;SUPE;58;1;106.4
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;26;1;16.3
150204;LIMA;BARRANCA;SUPE;LA MERCED ALTA;35;3;62.1
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;168;3;205.5
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;527.5;2.5;1493.7
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;0;3;35.1
150204;LIMA;BARRANCA;SUPE;SUPE;0;3;10.6
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;72;3;110.5
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;13;3;11.2
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;92;3;436.3
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;3;0.96;17.1
150201;LIMA;BARRANCA;BARRANCA;SANTA VICTORIA;60;10;0
150201;LIMA;BARRANCA;BARRANCA;PRIMERO DE MAYO;30;3;17.8
150201;LIMA;BARRANCA;BARRANCA;PAMPA SAN ALEJO;150;3;168.9
150201;LIMA;BARRANCA;BARRANCA;VINTO BAJO;10;3;25.7
150201;LIMA;BARRANCA;BARRANCA;PRIMERO DE MAYO;66;3;60.1
150201;LIMA;BARRANCA;BARRANCA;LAS HUERTAS;29;3;17.4
150201;LIMA;BARRANCA;BARRANCA;BARRANCA;50;3;105.6
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;372;3;807
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;54;3;100.3
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;0;3;6.2
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;15;3;13.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;19;3;11.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;827;8;4231
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;117;3;115.5
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;24;3;15.4
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;22;3;20.7
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;35;3;67.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;44;3;39.4
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;87;3;110.6
50705;AYACUCHO;PARINACOCHAS;PULLO;PUEBLO NUEVO DE HUILCALLAMA;26;3;40.9
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;104;3;102.9
50705;AYACUCHO;PARINACOCHAS;PULLO;PULLO;9;3;10.8
